pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,label
-1087.3364423741093,5562.275465256914,-104.35321157108663,457.9204140520552,32.43397182516114,344.051670257823,1
-4782.976058516731,-384.9031602866321,4826.943535339228,-591.6749598389141,-91.12291253488867,-167.16637358932593,1
-2144.9202053208846,-590.410178983195,-46.45305912027749,-799.0238801885591,22.532826700749407,-163.31778048194207,0
17084.882413196396,-1734.9425899854878,-89.16666746518771,81.06609024444337,-50.185097842131164,416.98773320575566,1
-9037.42502610684,-487.5225149465604,-142.58399015870714,-593.4750985570483,-19.41536538240851,-67.65100375948626,1
-8347.050958176085,-420.71419743669026,1256.729361203871,-750.2703381037412,500.8151407110418,-115.51061210135418,1
-13045.533213595778,-512.7828129898106,-174.92670161357535,-711.1664837154822,8.014495401872724,50.8638638532007,1
3094.86184581184,-1041.0283933281378,-85.64092636782878,270.8396843744572,-0.3731871365078987,150.59545970453954,1
17212.55975827691,-1604.6329282074544,5735.934148002287,184.5504177394634,2509.5028171900626,477.2978613607307,0
4131.85042973681,-873.7211957208106,2871.607642178951,-457.8150395905209,361.9016416760307,18.567086581927242,0
-10024.218817853643,-455.06761086049283,-185.14459488560345,-621.6211121588901,-15.181815271966755,-73.89394855674196,1
-6274.132987387837,-739.2865264238865,-201.37484316379505,229.71375036565112,-65.03548043790573,111.7939750536039,1
7875.237164262916,-682.4836858084102,-196.8108438465032,-430.8358876822783,-61.46326405715911,-322.51066780046807,1
6848.245464725737,2782.1754399582433,-278.531266574646,-500.612870576627,-67.7151505035851,-406.1482480666996,0
-15809.850354338589,-83.65637082475988,-174.2962553731537,-776.0150092801823,-4.431620636172062,-267.1658579259702,0
2785.707234480431,-1057.2095380766052,-182.21575294193863,844.4211044587017,-18.84575233217588,195.56340245672828,1
16352.983387329205,-1688.6048142126087,-96.77127633871922,-9.55736887798501,162.77864701019675,393.5663095327565,1
-14337.034184500062,-363.49884774495735,-166.1328884546351,-759.0380609981946,-1.9620156893583374,-58.524269415990474,1
-6588.026127689366,-745.1406129293713,-192.07682496601464,-533.5666429777524,-58.03645718975119,102.28832639447425,1
18272.93740064974,-1816.792016109357,-138.08671095337607,-190.17304316412503,-46.534396103235906,442.6880519868613,0
19427.449064822737,-1871.592707688043,-105.74007238242137,-345.4499155843685,-49.262226588599994,455.207002766075,1
-4590.788026331706,-428.81358039301693,1727.8623321914076,-669.7738385651522,95.50349759772453,-198.59168070344754,1
-13694.333953114752,-428.9980851799974,59.646003238251886,-736.1504442319622,-8.602238369672433,-10.40395846959737,1
-1038.666126961512,5537.406469297468,-322.6922082197952,457.79525161980393,-44.82304379863838,358.92111237799867,0
7475.149989392273,2520.9558805806178,-183.5160283859634,543.6376912891697,-1.9932641075731767,-146.15050694827417,1
-5391.029542731904,-629.3502169581857,-171.73102862320604,-377.52959494879474,-30.561384092040875,-24.23029277372575,1
12605.37647354869,-1132.3043489518288,-129.91601447990288,-142.55837171088083,-18.318472288190666,-18.86246049707087,1
-905.137082999385,5497.850528962554,-242.74081924710433,-347.3854337403631,218.4185767882757,373.4812040877061,0
6306.067635172823,2998.4355590408595,-207.7546683827501,-373.67728688666944,-26.05189000790283,-579.4520592289076,0
-11679.694216935353,-596.3296014423751,-172.99903246539265,-671.5610912085994,-15.0198908859108,86.44251584984309,0
-194.22437676383677,-944.0636171340358,-200.9578022159462,550.6714207874415,-72.78127903788393,155.43075814299763,1
-16163.265023776743,-11.88168811769609,-133.53748096878803,-783.0916274707279,23.963068061264178,-321.45853692961356,0
1039.0132435560276,-1069.5302049234024,-136.053509239985,-688.2722657147899,-13.559952662386545,187.57290200137527,1
2155.174713277721,-1288.131293912079,-166.02850754017462,-714.0607777694408,-28.79042172337759,356.9263988390153,1
-15856.47779275125,-85.52740549352214,562.6069354205541,2121.0297720328203,145.86772675453548,-133.30229035971882,0
-15471.107394327028,-159.37203012440997,-181.47567145358138,-769.7478607958578,-6.899689679879739,-207.77006137759204,0
6816.354257373377,2798.1237514727623,-164.9984206711426,-466.32846898009717,-21.075767302460243,-419.00225050298314,0
7699.918191820564,2442.993113489881,-270.92622599987584,-471.7915259482712,-72.99974647844567,-121.99132954345619,1
-8449.099972009437,-442.3312046640452,-172.31458040569012,-481.20742934557757,-18.706558057800535,-119.23512476785247,1
18547.100617210697,-1842.6257613165924,-32.98989089443155,136.59517154322765,-41.881277886064645,474.94121358266017,1
-10192.11745875135,-477.0199730829233,-182.22877612190126,227.3896039264349,-36.05672560446251,-17.751909546134446,1
11119.273300383742,1221.7660771947053,-133.2689652206134,-335.8427184732487,2.6777755436783917,-225.77570358738097,1
-12810.32102316938,-557.1062214380761,-138.02709276257622,2227.2749989207987,-48.68577609245976,198.22054134121854,1
8144.609172287966,-588.1219158327233,48.436244779890956,-258.3644513087607,37.995129889315784,-394.9051334660733,1
10498.22504903798,1452.9555228126114,-223.52229273433315,583.4511441208348,-43.891632847115396,-385.5871146524827,0
3474.797518108641,-1049.0060256080558,-37.408724648349555,-602.9531181443117,10.138423482235684,114.1507415964394,1
15999.15951131988,-1600.5399016339597,-120.04806368772475,230.96980583450264,-30.80832979325479,334.6949341351338,1
17351.28370795993,-1777.143685230598,-157.21106913591757,-92.78041090138493,-51.182845303004015,434.4868368691388,0
-15889.88897950457,-83.36239919838039,246.6356521501858,2120.5422804994732,555.2975983042674,-132.73398687167568,0
-8891.307923627313,-470.03048250666944,-169.70846406196094,-770.2166378716976,-13.367023353228877,-98.98256926412586,1
-13623.894508864765,-455.2019341703661,-159.82551150208423,-737.4533277398642,-15.85524054278684,6.4584670154744455,1
17148.42221370078,-1734.9907027893978,-168.46028341074978,87.77365158552894,-54.76575824908466,414.1502081655693,0
-8265.121513950397,-484.24519971140654,-169.59817515951647,-770.3310107998893,-17.332241407290724,-102.2811686033202,1
17962.28939873883,-1885.482633958937,-162.3470364387651,-210.5810876819513,-53.67824925515928,509.8533585261357,0
7275.501277011586,-602.7134237837438,-148.24377570404,-483.0340970024282,3.007087370041839,-374.2801844843965,1
-16391.11141339415,-63.849787805308736,-180.25777034419818,139.83925624402352,2.129264623398851,-232.8672076555338,0
-15310.359197677299,-181.60139138921807,-182.90297241499934,-784.2980951542414,-13.572908665477781,-198.7066389056957,1
-10258.62970729253,-447.84850075857884,1419.666074863376,2358.5825669416986,964.6913307684995,95.25142779948695,1
3841.3496193235674,-1059.5260774025087,-167.59413909826372,-637.8168046702832,-12.1546379593598,113.54322170010289,0
207.2298644890781,-1069.9587980695014,-11.934368802269464,-648.1956354360477,-35.51552281967263,215.33403543923038,1
3782.970433137644,-1072.6863340702034,-111.07974897292645,-596.1158875604071,-8.852889432546922,125.95128096498293,0
-1003.4994791963763,5539.90141482422,-281.063845116473,-574.6206880457338,-38.564260071226556,317.59661547527793,0
6508.232603817647,2893.2263724926715,-299.5535099291995,1085.0349550535805,-81.68508764956437,-435.858483651942,0
-817.1804429073507,5464.780440319654,-320.47170381601995,-568.6202640275001,-21.24284264264327,380.02497759882635,0
-1003.2294962631787,5522.697830484283,-344.4520046896242,459.9038314505706,-62.18789097210388,370.48326003631354,0
-9486.295800858825,-435.3923355440908,-140.46599346230897,-780.0595105378022,-21.132437357696492,-115.07112821644388,1
12030.386295296827,-1025.2478243343123,-140.26680102841834,-45.274187720144035,-4.722497253020592,-95.05486827035445,1
-12975.439013429392,-539.9143188609509,-203.81646831731658,124.12909654730275,-59.879778735049086,103.87618975505723,1
-12980.293896803858,-565.7198252243144,-160.89905405018,2211.109181078892,-43.91666824173993,209.1643385443029,1
7030.818937036433,-582.5835059924812,483.89462306246713,538.5961330733018,-106.13105843119105,-338.24243655346515,1
-8060.7661009766625,-527.9109928975006,-163.7540210837272,-473.93362553209846,-18.479621235900773,-51.80876570828528,1
-11498.822687682019,-527.6403812538708,-159.35725382335752,169.61376423215307,-7.532672610243933,59.379474320170125,0
-12422.205768795331,-562.5019444756864,-161.10913828158033,-695.3278768865026,10.980563378243652,80.74692548988845,1
18451.35455906078,-1841.8101922643684,-118.28911497856373,186.04333797707417,-57.06609486294627,475.93895156385304,1
-2291.764177902264,-582.8180950694746,-41.93143774414497,-605.5319876016433,42.18305295972237,-154.08598129276797,0
-15719.983986794765,-127.85004291045438,-202.83701594443832,2113.955386431684,-21.664177884371757,-118.74074237304998,0
-8624.158146575186,-445.8620338725893,-175.95826528843028,-776.7413561814527,-13.016464823689088,-127.91822363257681,1
2835.1812328606225,-1017.6034830591952,-128.93887116132322,851.0108147647669,-33.25862349379105,159.92974512811892,1
-9424.522931813517,-464.58317639112926,-115.31423470194727,270.0297890456576,-24.772174010068117,-44.73508682437654,1
-16416.10880290557,-60.10539454771509,-184.44043441734306,2087.1742763674847,-30.36418419690101,-162.83940245702203,0
3029.3729979729346,-1029.0766417126345,-81.0906426468323,269.3416764046162,0.8546568502222702,141.5901434466414,1
-7520.882458826828,-602.8787958429701,37.86217599789205,-451.3169910712333,-13.221015579279841,7.198700645157968,0
-4971.8052233162325,-545.0253314153863,-143.46059027892647,-646.572167110525,-17.665960907450668,-124.67395584007274,1
3205.3597545026514,-1026.256581371817,1.7264117176142053,-545.5813865122436,-5.52361688736121,106.43560921703111,1
-15605.787840659968,-124.69104652723342,-178.93867644728854,-772.0907039673906,-11.416567853462976,-235.6009189478783,0
-8678.376921182522,-449.4491260334368,-136.96661524280114,-778.5391595680858,-19.444589444541542,-122.72071603064026,1
989.8479584522153,4794.9572249819075,-227.91761867122023,-727.4043453299939,-30.130511558528095,567.9484711664394,0
-10557.67897780404,-526.011210948774,-206.50196033675545,2320.383053039626,-36.23873045718854,116.31549005572842,0
10285.460783469689,1539.8392555345042,-139.84122207064863,571.8458566296714,-30.95099141902801,-456.52644362758406,0
12442.74653931856,-1080.953667881987,-190.97289148094265,-151.33045184608298,-71.47526949985007,-63.59145409766423,1
254.43578022612553,-1089.2390606966806,-182.895305344781,-721.9549614997416,-62.137884048645695,221.65090841421684,1
3030.575626406983,-1039.500133319214,-173.63671091871518,856.3528810380135,-22.897480934517255,174.03869438242532,1
16361.671297538662,-1694.7289133468275,-178.58006643287186,-12.65756692229492,-82.38309078026255,391.9565982087764,1
4534.841146888561,-751.151763546902,-167.24271702101586,381.21842891385484,40.91297750124863,-141.7257072246621,0
-14790.699968684476,-242.52344532068537,-215.8763776537749,2172.9168406279873,-43.94099488348953,-37.70272808024308,1
-8265.636659024362,-488.98397911177636,-197.4924446626245,-572.3130398456168,-53.6088191736117,-86.75213461880325,1
-11363.562586539954,-549.0851372592261,-157.11903969881453,2297.025551107126,-10.634214455922944,157.8821231166163,0
7470.959746833079,-642.8795434570186,-64.78130676271158,1271.9140964665446,30.699228313582168,-272.1592347029131,1
-12737.048889408145,-499.6646053157913,1619.8697002973815,-687.3166112541844,105.44507531431859,66.22362760439957,1
7409.825982941859,-629.4626464405351,-132.76184071141782,-303.27805808198036,-6.3478543723463146,-346.3114083843083,1
-7892.7199884503125,-580.0883926173847,-188.16196284938712,139.76680316674816,-36.68997332854057,7.0048016537540665,0
3418.103360110892,-1050.8174719424203,-90.10073123555645,884.8454391559586,1.2205557821202513,177.90276496168147,1
-10233.799928704351,-471.2786807232163,-183.4577554066548,236.1601799057122,-15.446792054754901,-20.79133996201934,1
6831.909019373542,-548.4917147110522,-198.9933347023872,-492.5751487000174,-59.009792983128854,-414.6357900747586,1
2940.2833855020926,-1020.8682162747731,-177.72128174222297,264.91946324751405,-16.24561438763065,133.8933571108367,1
1580.4435927926252,-1128.2093006447715,-169.63074630641765,-724.1774974830163,-26.292605194492015,227.54479416389785,1
7498.414831535534,-579.1197027473276,2459.5190580927238,-437.6116240881587,-306.33806084940466,-349.96067945723246,1
-2088.661366860981,5920.8477823641715,-272.3145580441691,-380.129160046843,158.08530702622625,408.549631418987,1
-15580.962599411758,-171.6647482995653,-168.28676923212402,2116.432595195713,-14.677304630895115,-81.99077243951973,0
10489.657273697363,1467.2563952273165,-210.5766414655,-144.7877805696992,-24.884551723446798,-419.29893444009235,0
8453.570082173139,-648.9075383299645,-128.48516654847631,-405.05536626452437,-5.227827183081532,-363.43684735997584,1
11884.49283509941,-981.1386648335456,-84.61534948123581,-50.490602494278285,14.312961806952408,-129.75348443846565,1
-15085.206271909106,-183.91089841380725,-189.36642000245453,-759.2961642758694,-8.6292346659624,-195.26315614205058,1
6989.505788254513,-585.0318733449008,-210.14016704829262,530.3256619595002,-69.39823794090799,-349.300806570875,1
4581.563544124165,-733.4706085755505,-182.27485697638426,382.78653797124645,-2.4847281185832024,-159.89121048849054,0
-7773.324927827876,-438.1947554227503,4703.634088146286,209.45908275076664,751.3258235017363,-0.6013872187445711,0
6792.474786140565,-545.5770830189657,-97.45702174391829,-492.34802668367416,8.273969870817217,-412.7290034348661,1
707.7830149304737,4898.624906155608,-245.52826174729933,-307.90378296615563,-16.06784650391649,508.6070000541446,0
-9579.036841442585,-448.6132601077947,-204.0440412884008,2375.231768647225,-41.91475297888404,24.527203892425042,1
-6543.424470708291,-709.6529321240896,1426.9275274843571,-698.0778894708349,673.52076814697,107.50263126128027,1
12629.800046553848,-1135.0833022510906,-169.01473297732352,-263.0795347487961,-11.851338762498493,-29.269861581840498,1
7603.863376455528,-650.0631058421503,-70.78991369957056,-458.83236597023273,-2.869265804538367,-337.18021699915465,1
6907.5675443003365,-564.2784109079296,-210.5986260829204,528.3355148998324,-69.06592776722354,-365.9253829794161,1
-362.57389808637396,-863.8407657604482,-133.25045325821026,-301.3590919459484,-24.147771443263633,64.15143439207951,1
-8137.514167416,-536.4853294446166,-177.22774868439535,224.09834491464034,-28.88710376766415,-19.32961595003836,1
-8219.692301511108,-495.3465963193086,-157.50511228135372,-477.0161605062205,-21.9659951743266,-77.06320691981844,1
-7558.67277484014,-598.5181578686079,-157.33223605126906,-555.5098596433598,-5.42854654237905,-3.8281079458007516,0
-12562.12636506357,-536.2485625323174,-194.39204264530866,-699.097218134478,-51.82727479124548,58.59050624720355,1
11026.594842112816,1343.359810318757,3389.487993000147,-295.0456520174816,110.92600266956971,-253.89848126633464,1
16359.237153052458,-1697.3424540214608,-142.4660786891821,339.3140464453193,-39.185317959898526,417.3299378264354,1
-8587.236622848935,-449.9328910462467,-177.50186897282495,-776.2306103569559,-19.39528606761602,-125.3522779618724,1
-14268.533190872518,-379.67048046382047,-188.15978979230795,2182.317153451451,-22.066216709130256,73.50908843309695,1
-13116.87515253633,-509.1717047870198,-169.21431510096374,-713.04829874191,1.6943287001817298,49.336433407481145,1
15199.110995555866,-1517.9345827073778,-134.59008645409796,-21.181268914177846,-36.12181321947362,256.66140287524047,1
3022.561946951673,-1023.9439141209269,-167.90962783518785,-554.4319579481822,-7.907579769574009,104.89532139868997,1
2179.5026497345607,-1297.2893837455995,-146.9924866463377,-665.7104107666568,-28.556876284860223,363.4170838061569,1
573.7619621965443,-1135.1667048116608,-163.27703302589455,-712.3434027851516,-30.90532185458472,256.2104710090537,1
12119.234294107828,-1047.205898158126,-117.25981883323054,-171.6431726303194,3.047013238447114,-83.57531507531075,1
3773.630497294299,-1072.7762823420035,-66.34887815420251,-639.4451451535216,7.564349947364428,129.60100099367347,0
-13308.196087570965,-482.61815227603466,-167.58677282823535,-726.477026778924,-0.412321838327426,23.696109563158686,1
13419.619500111598,-1382.5276015486127,-141.05283441006677,398.7780827387455,-39.747608037658885,198.28528159803716,1
2685.6069985880386,-1114.3977797438438,-182.869822443649,-688.305016572867,-63.74784514633704,187.8830241658211,1
-1809.5908493871652,-640.9617931276093,-90.79148670371323,-589.7783509936442,-11.479185719788559,-115.53316376548698,0
-1870.926277459641,5826.303883617948,-135.69989011647112,414.91199448534377,-14.15127607185835,511.3587647020927,1
1350.9355152002672,-1082.5777524384225,-147.1483508944408,-728.5318402621433,-29.44779158857926,192.6525914791294,1
-1888.0173767175668,-637.2050184213704,-157.68100598169912,-377.8732787960343,-39.63720970226568,-104.98631733526538,0
7050.604453146759,-592.0636912920273,-173.8009325012402,-485.9278972660742,12.789400308740133,-378.7794999083777,1
10675.339839101074,1396.4744789949477,-212.62762388939012,-341.9834177905425,-29.77200689954343,-373.7964412563356,0
14523.055848248616,-1474.6865613840966,-150.19463989250215,89.66577498256548,-45.75309618841737,250.97016637453729,0
